job_id,subtime,start_time,finish_time,waiting_time
1357,319586,324453.0,327379.0,4867.0
1383,328978,331678.0,331689.0,2700.0
1385,330287,331689.0,331712.0,1402.0
1203,299745,327379.0,331733.0,27634.0
1386,330336,331712.0,331737.0,1376.0
1389,330656,331733.0,331762.0,1077.0
1388,330516,331733.0,331772.0,1217.0
1390,330729,331737.0,331783.0,1008.0
1387,330393,331733.0,331823.0,1340.0
1384,330048,331733.0,331838.0,1685.0
1391,331055,331762.0,331984.0,707.0
1393,331334,331772.0,332210.0,438.0
1395,332618,335318.0,335326.0,2700.0
1398,333079,335779.0,335788.0,2700.0
1399,333209,335909.0,335917.0,2700.0
1396,332638,335338.0,335978.0,2700.0
1397,332660,335360.0,335980.0,2700.0
1400,333355,336055.0,336065.0,2700.0
1401,333612,336312.0,336865.0,2700.0
1402,333634,336334.0,336867.0,2700.0
1404,337397,340097.0,340106.0,2700.0
1199,299481,342806.0,342985.0,43325.0
1403,334688,342985.0,345358.0,8297.0
1394,332466,342985.0,345697.0,10519.0
1378,324210,342985.0,347750.0,18775.0
1316,312858,342985.0,351990.0,30127.0
1392,331206,347750.0,354290.0,16544.0
1409,350272,354290.0,354336.0,4018.0
1413,350381,354290.0,355098.0,3909.0
1411,350360,354290.0,355116.0,3930.0
1408,350243,354690.0,365616.0,4447.0
1533,363269,365969.0,369691.0,2700.0
1589,369203,371903.0,371913.0,2700.0
1590,369323,372023.0,372296.0,2700.0
1593,369600,372296.0,372327.0,2696.0
1594,369610,372374.0,372389.0,2764.0
1595,369674,372374.0,372391.0,2700.0
1596,369729,372327.0,372604.0,2598.0
1603,370012,372604.0,372655.0,2592.0
1604,370014,372714.0,372726.0,2700.0
1605,370038,372738.0,372756.0,2700.0
1610,370220,372655.0,373472.0,2435.0
1643,373971,376671.0,376702.0,2700.0
1644,374014,376714.0,376761.0,2700.0
1648,374233,376933.0,376938.0,2700.0
1649,374303,377003.0,377007.0,2700.0
1614,371068,373472.0,377219.0,2404.0
1664,375967,378667.0,378678.0,2700.0
1656,375042,377219.0,379526.0,2177.0
1673,377294,379994.0,380004.0,2700.0
1661,375581,378667.0,380624.0,3086.0
1697,380353,380624.0,380630.0,271.0
1702,380903,380903.0,380917.0,0.0
1678,378299,380999.0,381011.0,2700.0
1704,381085,381085.0,381107.0,0.0
1675,377509,380999.0,381160.0,3490.0
1695,380143,381160.0,381367.0,1017.0
1709,381502,381502.0,381534.0,0.0
1674,377378,379526.0,381806.0,2148.0
1686,379490,382190.0,382230.0,2700.0
1688,379623,382323.0,382333.0,2700.0
1666,376287,379919.0,382343.0,3632.0
1706,381368,382343.0,382480.0,975.0
1716,382603,382603.0,382630.0,0.0
1690,379758,382843.0,382901.0,3085.0
1689,379689,381806.0,383016.0,2117.0
1700,380638,381160.0,383093.0,522.0
1721,382846,383093.0,383111.0,247.0
1698,380382,383016.0,383255.0,2634.0
1726,383401,383401.0,383417.0,0.0
1685,379294,382190.0,383439.0,2896.0
1714,382149,384849.0,384854.0,2700.0
1699,380564,383016.0,385024.0,2452.0
1720,382827,385024.0,385027.0,2197.0
1735,384783,385027.0,385066.0,244.0
1731,384584,385027.0,385111.0,443.0
1707,381472,383439.0,387039.0,1967.0
1737,385224,385224.0,387083.0,0.0
1718,382779,382779.0,387085.0,0.0
1740,385395,387039.0,387099.0,1644.0
1741,385413,387039.0,387103.0,1626.0
1744,385726,387103.0,387108.0,1377.0
1743,385567,387099.0,387169.0,1532.0
1719,382801,382901.0,387185.0,100.0
1747,385897,387169.0,387222.0,1272.0
1729,384425,387231.0,387245.0,2806.0
1745,385734,387108.0,387265.0,1374.0
1748,385953,387222.0,387314.0,1269.0
1730,384531,387284.0,387336.0,2753.0
1749,386046,387265.0,387350.0,1219.0
1756,386922,387314.0,387477.0,392.0
1703,380906,383255.0,387696.0,2349.0
1742,385553,387083.0,388615.0,1530.0
1758,388027,388615.0,388907.0,588.0
1762,388323,388907.0,389014.0,584.0
1767,388628,389014.0,389020.0,386.0
1773,388897,389014.0,389022.0,117.0
1763,388375,389014.0,389030.0,639.0
1772,388851,389014.0,389045.0,163.0
1764,388398,389014.0,389046.0,616.0
1766,388502,389014.0,389219.0,512.0
1776,389149,389149.0,389545.0,0.0
1738,385295,387995.0,389785.0,2700.0
1786,389903,389903.0,390343.0,0.0
1789,390150,390343.0,390372.0,193.0
1787,390074,390343.0,390374.0,269.0
1792,390304,390343.0,390395.0,39.0
1793,390307,390372.0,390398.0,65.0
1788,390119,390398.0,390457.0,279.0
1791,390285,390457.0,390505.0,172.0
1794,390392,390505.0,390552.0,113.0
1795,390413,390552.0,390578.0,139.0
1759,388069,390769.0,390786.0,2700.0
1760,388089,390789.0,391020.0,2700.0
1803,391147,391147.0,391198.0,0.0
1781,389371,392071.0,392075.0,2700.0
1765,388440,391919.0,392185.0,3479.0
1770,388775,392150.0,392243.0,3375.0
1799,390734,390734.0,392395.0,0.0
1782,389763,392463.0,392471.0,2700.0
1800,390755,391020.0,392660.0,265.0
1818,392718,392718.0,392746.0,0.0
1819,392755,392755.0,392783.0,0.0
1815,392403,392403.0,393048.0,0.0
1817,392425,392471.0,393095.0,46.0
1771,388779,394020.0,394241.0,5241.0
1785,389844,394241.0,394738.0,4397.0
1809,392025,394725.0,394754.0,2700.0
1806,391925,394738.0,394766.0,2813.0
1807,391963,394766.0,394795.0,2803.0
1774,389092,394943.0,395395.0,5851.0
1768,388754,392185.0,395787.0,3431.0
1841,395724,395787.0,395811.0,63.0
1840,395650,395787.0,395816.0,137.0
1842,395725,395787.0,395824.0,62.0
1839,395559,395787.0,395829.0,228.0
1838,395556,395787.0,395832.0,231.0
1844,395809,395809.0,395854.0,0.0
1822,393095,393095.0,396023.0,0.0
1821,393065,393083.0,396041.0,18.0
1846,396021,396021.0,396042.0,0.0
1850,396329,396329.0,396383.0,0.0
1829,394410,397110.0,397145.0,2700.0
1831,394601,397301.0,397330.0,2700.0
1836,395474,398174.0,398207.0,2700.0
1837,395554,398254.0,398300.0,2700.0
1816,392414,395395.0,398957.0,2981.0
1865,397646,398957.0,398978.0,1311.0
1870,398084,398978.0,399007.0,894.0
1871,398169,399007.0,399035.0,838.0
1872,398274,399035.0,399056.0,761.0
1873,398355,399056.0,399077.0,701.0
1875,398436,399077.0,399098.0,641.0
1876,398574,399098.0,399119.0,524.0
1881,398870,399119.0,399406.0,249.0
1886,399552,399552.0,399576.0,0.0
1854,396759,399595.0,399616.0,2836.0
1856,396821,399595.0,399616.0,2774.0
1852,396488,399595.0,399637.0,3107.0
1853,396621,399595.0,399650.0,2974.0
1857,396979,399679.0,399700.0,2700.0
1783,389765,399616.0,399721.0,9851.0
1867,397821,400629.0,400650.0,2808.0
1860,397229,400587.0,400707.0,3358.0
1891,400223,400707.0,400740.0,484.0
1864,397427,400587.0,400754.0,3160.0
1894,400534,400740.0,400766.0,206.0
1900,401005,401005.0,401031.0,0.0
1869,397942,400841.0,401114.0,2899.0
1903,401320,401320.0,401349.0,0.0
1906,401544,401544.0,401556.0,0.0
1889,399905,402605.0,402639.0,2700.0
1904,401390,401390.0,402742.0,0.0
1848,396097,399721.0,403320.0,3624.0
1808,392017,399721.0,404149.0,7704.0
1912,402165,404149.0,404369.0,1984.0
1920,403371,404369.0,404894.0,998.0
1911,401924,406149.0,406377.0,4225.0
1932,405950,406377.0,406392.0,427.0
1940,406256,406377.0,406432.0,121.0
1939,406254,406377.0,406433.0,123.0
1938,406246,406377.0,406441.0,131.0
1937,406242,406377.0,406444.0,135.0
1888,399803,403320.0,406850.0,3517.0
1922,403906,404894.0,407329.0,988.0
1930,405468,409550.0,409710.0,4082.0
1955,409624,409710.0,409726.0,86.0
1954,409618,409710.0,409734.0,92.0
1953,409615,409710.0,409736.0,95.0
1952,409613,409710.0,409738.0,97.0
1941,406369,407329.0,410853.0,960.0
1949,408445,409710.0,411109.0,1265.0
1948,408420,409710.0,411130.0,1290.0
1942,407015,411177.0,411185.0,4162.0
1944,407470,411177.0,411189.0,3707.0
1943,407431,411177.0,411192.0,3746.0
1946,408351,411177.0,411230.0,2826.0
1945,407689,411232.0,411239.0,3543.0
1962,410699,413399.0,413412.0,2700.0
1982,413349,413412.0,413423.0,63.0
1983,413387,413423.0,413437.0,36.0
1985,413441,413441.0,413463.0,0.0
1986,413483,413483.0,413495.0,0.0
1987,413516,413516.0,413530.0,0.0
1988,413550,413550.0,413561.0,0.0
1989,413767,413767.0,413783.0,0.0
1991,413898,413898.0,413918.0,0.0
1972,412542,415242.0,415268.0,2700.0
1976,412783,415483.0,415741.0,2700.0
1975,412718,415653.0,415976.0,2935.0
1981,413286,415986.0,416011.0,2700.0
1980,413150,416918.0,417210.0,3768.0
1979,413083,416918.0,417276.0,3835.0
2006,416507,419207.0,419216.0,2700.0
1866,397715,416041.0,420458.0,18326.0
1999,415428,420210.0,421287.0,4782.0
1969,411836,421287.0,424809.0,9451.0
1757,387844,427509.0,427688.0,39665.0
2044,423663,427688.0,432561.0,4025.0
2043,423641,427688.0,432587.0,4047.0
1849,396116,427688.0,432914.0,31572.0
1847,396094,427688.0,432937.0,31594.0
2014,417608,427688.0,437110.0,10080.0
2013,417606,427688.0,438612.0,10082.0
1882,398919,427688.0,442704.0,28769.0
2065,431363,445404.0,456324.0,14041.0
2173,454362,456324.0,456335.0,1962.0
2222,459702,462402.0,462407.0,2700.0
2224,459956,462656.0,462657.0,2700.0
2223,459949,462649.0,462667.0,2700.0
2241,462702,462702.0,462713.0,0.0
2225,459976,462676.0,462734.0,2700.0
2228,460386,463086.0,463098.0,2700.0
2230,460770,463470.0,463475.0,2700.0
2244,463724,463724.0,463760.0,0.0
2246,463904,463925.0,463938.0,21.0
2231,461292,463992.0,463996.0,2700.0
2211,459277,461977.0,464575.0,2700.0
2233,461963,464663.0,464668.0,2700.0
2232,461787,464487.0,464669.0,2700.0
2253,464702,464702.0,464718.0,0.0
2234,461983,464683.0,464724.0,2700.0
2235,462137,464837.0,464838.0,2700.0
2236,462153,464853.0,464897.0,2700.0
2255,464956,464956.0,464985.0,0.0
2237,462270,464970.0,464990.0,2700.0
2238,462327,465027.0,465048.0,2700.0
2257,465042,465042.0,465075.0,0.0
2258,465108,465108.0,465165.0,0.0
2239,462457,465157.0,465210.0,2700.0
2261,465426,465426.0,465435.0,0.0
2263,465496,465496.0,465501.0,0.0
2174,454510,456324.0,465669.0,1814.0
2265,465667,465667.0,465675.0,0.0
2245,463860,465669.0,465695.0,1809.0
2267,465718,465718.0,465753.0,0.0
2247,463925,465695.0,466782.0,1770.0
2256,465015,466782.0,466815.0,1767.0
2260,465259,466815.0,467129.0,1556.0
2264,465665,467129.0,468289.0,1464.0
